customer_id,recency_days,frequency,monetary,quantity,discount,avg_age,country,region,segment,primary_channel,is_student,has_membership,churn_risk,churned,cluster
36,117,5,525.51,37,0.05,32.0,CA,Midwest,Retail,Mobile App,0,0,0.2605263713549317,0,3
37,442,4,233.29,21,0.04090909090909091,55.0,US,West,Retail,Mobile App,0,0,0.3136394338085607,1,2
38,288,4,282.69,20,0.020833333333333332,26.0,CA,Northeast,Retail,Web,0,1,0.5286652674307131,1,0
39,26,4,478.77,31,0.05,35.0,UK,West,Enterprise,Mobile App,0,1,0.0310646843340073,0,3
40,357,5,393.12,25,0.03571428571428571,42.0,US,Northeast,Retail,Web,0,1,0.2312775833299934,1,2
41,456,4,193.82,16,0.07857142857142858,46.0,US,Midwest,Retail,Mobile App,0,0,0.4399001425259995,1,3
42,423,9,619.93,37,0.04736842105263158,39.0,IN,South,Retail,Web,0,1,0.1341966874530045,1,1
43,15,7,1115.32,67,0.03518518518518519,33.0,US,South,Retail,In-Store,0,0,0.5792993811278119,0,1
44,66,6,383.11,24,0.016666666666666666,31.0,UK,South,Retail,Mobile App,0,0,0.3673754331871321,0,0
45,418,1,120.38,9,0.08333333333333333,55.0,US,South,Retail,Web,0,0,0.4152529852019877,1,3
46,98,6,483.27000000000004,24,0.015000000000000003,30.0,UK,South,Retail,Web,0,0,0.5442651887799821,0,0
47,388,4,255.15,19,0.01666666666666667,19.0,US,Midwest,Retail,Mobile App,1,1,0.0632413195701488,1,0
48,27,8,782.03,43,0.030555555555555558,29.0,CA,South,Retail,Web,0,1,0.2296919175231205,0,1
49,148,7,534.4399999999999,34,0.03571428571428571,25.0,IN,Northeast,Retail,Mobile App,0,0,0.4798161184339258,0,0
50,193,6,635.89,38,0.042857142857142864,36.0,US,South,Retail,Mobile App,1,0,0.3579514780098305,0,2
51,292,6,593.0,47,0.05,32.0,UK,Midwest,Retail,In-Store,0,1,0.1606074715515057,1,3
52,11,8,710.36,47,0.05,43.0,US,Midwest,Retail,Web,0,0,0.4988012416765949,0,1
53,154,5,436.05,26,0.028125,36.0,US,Northeast,Retail,Web,0,0,0.385981526933415,0,0
54,79,10,580.78,45,0.025000000000000005,34.0,AU,West,Retail,Web,0,1,0.6925445627543734,0,1
55,22,10,888.21,52,0.041666666666666664,31.0,US,Midwest,Retail,Mobile App,0,0,0.3033108721139866,0,1
56,64,7,670.33,38,0.04047619047619048,32.0,US,Northeast,Retail,Web,1,1,0.3767486876906659,0,1
57,338,7,734.29,41,0.0325,40.0,CA,West,Retail,In-Store,0,0,0.7251606604410297,1,2
58,258,3,214.75,15,0.05714285714285715,49.0,US,Northeast,Retail,Web,0,0,0.6149333511438054,1,3
59,187,7,783.08,43,0.028125,24.0,US,Midwest,Retail,In-Store,0,0,0.5959028759190735,0,1
60,321,5,780.86,41,0.03928571428571429,38.0,US,West,Retail,In-Store,0,0,0.6030446990963655,1,2
61,254,6,781.31,50,0.0368421052631579,31.0,US,South,SMB,Mobile App,0,0,0.8752166155098553,1,1
62,16,6,366.67,21,0.03461538461538462,33.0,US,South,Retail,Web,1,0,0.8568948628144745,0,0
63,86,7,606.11,44,0.04736842105263158,35.0,IN,West,Retail,Partner,0,0,0.6568399869077949,0,3
64,181,4,417.66999999999996,26,0.004166666666666667,35.0,IN,South,Retail,Web,0,0,0.4041784285394986,0,0
65,110,8,755.24,56,0.030434782608695653,43.0,US,Midwest,Retail,Web,0,0,0.3311824602350323,0,2
66,92,4,375.15,24,0.04615384615384616,43.0,US,West,Retail,Partner,0,0,0.6993609205636491,0,2
67,126,8,648.73,38,0.0325,33.0,AU,Midwest,Retail,In-Store,0,0,0.4649986670636108,0,1
68,196,6,596.27,35,0.029411764705882353,26.0,AU,West,SMB,Mobile App,0,1,0.195437714733953,0,0
69,11,7,843.27,59,0.036000000000000004,38.0,US,Midwest,Retail,Mobile App,0,0,0.4474107169136943,0,1
70,21,6,877.71,49,0.02391304347826087,30.0,US,South,Enterprise,In-Store,0,0,0.339240821484556,0,1
71,4,6,466.24,34,0.021875000000000002,42.0,US,West,Retail,Mobile App,0,0,0.3864980507855632,0,2
72,41,6,357.56,27,0.025,41.0,US,South,Retail,Mobile App,0,0,0.4263385817686912,0,2
73,6,5,385.85,31,0.043333333333333335,31.0,US,South,Retail,Web,0,1,0.1569758650162004,0,3
74,83,10,752.11,52,0.025,35.0,US,Midwest,SMB,Mobile App,1,1,0.2470877237258514,0,1
75,58,6,647.98,43,0.05,28.0,CA,Northeast,SMB,Web,0,1,0.1978070987521712,0,3
76,169,6,633.71,45,0.027777777777777776,42.0,US,West,Retail,Mobile App,0,1,0.3233711511916154,0,2
77,235,5,515.49,31,0.0375,26.0,US,West,SMB,Mobile App,0,0,0.6084880178294587,1,0
78,287,2,230.76,15,0.037500000000000006,45.0,US,Northeast,Retail,In-Store,0,0,0.326224248175925,1,2
79,53,5,481.44,31,0.026923076923076925,20.0,US,Midwest,Enterprise,Web,0,0,0.6221564388152414,0,0
80,270,5,628.67,40,0.03666666666666667,30.0,IN,Northeast,Retail,Mobile App,0,0,0.4282403263171596,1,0
81,86,9,757.74,47,0.04038461538461539,38.0,US,West,Retail,Partner,0,0,0.5734771724783321,0,1
82,24,5,527.6,30,0.06666666666666667,45.0,IN,South,Retail,Mobile App,0,0,0.6109066776443803,0,3
83,53,2,148.29,9,0.05000000000000001,18.0,CA,Northeast,Retail,Web,0,0,0.5830585324153352,0,3
84,89,9,793.04,57,0.032,19.0,US,South,Retail,Mobile App,0,0,0.68314705818031,0,1
85,237,5,392.77,23,0.03571428571428571,39.0,US,West,Retail,Mobile App,0,0,0.2103413985503724,1,2
86,176,9,663.94,46,0.04285714285714286,30.0,US,West,Enterprise,Web,0,1,0.1762423981980801,0,1
87,306,4,376.26,26,0.03333333333333333,37.0,US,Midwest,Retail,In-Store,0,0,0.879766878563186,1,2
88,181,3,239.31,18,0.025,31.0,UK,South,Retail,Mobile App,0,1,0.090484624104243,0,0
89,66,4,403.78,31,0.028571428571428574,18.0,US,Midwest,Retail,Web,0,0,0.694885415076786,0,0
90,77,6,375.98,30,0.05,28.0,US,Midwest,SMB,Web,0,0,0.7472306018454211,0,3
91,404,4,434.46,22,0.03636363636363637,31.0,IN,South,Retail,In-Store,0,0,0.2327010064691016,1,0
92,42,6,530.17,36,0.05,39.0,US,West,Retail,Web,0,0,0.5486176641802475,0,3
93,12,6,518.6,27,0.038461538461538464,20.0,US,Midwest,Retail,Web,0,0,0.2149873159625944,0,0
94,337,6,296.11,20,0.03333333333333333,18.0,US,Midwest,Retail,Web,0,0,0.5643593290953648,1,0
95,1,4,283.59000000000003,16,0.025,34.0,IN,Midwest,SMB,Web,0,0,0.3267821222560498,0,0
96,138,5,477.81,34,0.02666666666666667,18.0,US,South,Retail,Mobile App,0,0,0.4726195779610748,0,0
97,18,9,881.42,64,0.04285714285714286,38.0,US,Northeast,Retail,Web,0,0,0.3235732960292194,0,1
98,48,6,590.69,41,0.05714285714285715,22.0,US,South,Retail,Web,0,0,0.3506087077684533,0,3
99,74,7,611.8000000000001,43,0.0642857142857143,43.0,US,Northeast,Retail,Web,0,1,0.0180458289295733,0,3
100,258,7,937.04,57,0.028571428571428574,42.0,US,South,Enterprise,Web,1,0,0.7759315464083684,1,1
101,206,6,453.69,27,0.05,22.0,IN,Northeast,Retail,In-Store,0,1,0.0148312871542974,0,3
102,435,5,522.5600000000001,35,0.006666666666666667,37.0,US,Midwest,Retail,Mobile App,0,1,0.0502900656357761,1,0
103,6,4,318.82,15,0.028571428571428574,41.0,US,South,Retail,Mobile App,1,1,0.3987965669006138,0,2
104,136,3,272.36,18,0.045,25.0,US,West,Retail,In-Store,0,1,0.2548567035797993,0,3
105,41,6,470.06,28,0.017857142857142856,41.0,IN,Northeast,Retail,Mobile App,0,0,0.2183852260575595,0,2
106,120,6,293.62,23,0.018181818181818184,33.0,US,Northeast,SMB,Web,0,0,0.8434081488109457,0,0
107,53,10,830.4499999999999,47,0.03571428571428571,19.0,US,West,Retail,Mobile App,0,0,0.5050131292630446,0,1
108,33,7,644.75,42,0.0425,37.0,US,Northeast,Retail,Mobile App,1,0,0.6194343997975769,0,2
109,77,3,239.04,21,0.05625,47.0,US,West,Retail,Web,0,1,0.3648923305009437,0,3
110,499,5,466.68,32,0.029411764705882353,18.0,US,South,Retail,Mobile App,1,0,0.5071265117932149,1,0
111,25,6,484.17,34,0.04411764705882353,32.0,US,Northeast,Retail,Mobile App,0,1,0.1033762562381097,0,3
112,69,4,701.84,42,0.060000000000000005,35.0,CA,West,Retail,Web,0,0,0.6228950555098883,0,3
113,342,4,187.93,13,0.037500000000000006,32.0,US,Northeast,SMB,Web,0,0,0.505152708594103,1,0
114,302,2,93.02000000000001,5,0.0125,25.0,US,South,Retail,Mobile App,0,1,0.334287289203579,1,0
115,224,8,541.47,41,0.0380952380952381,32.0,US,South,Enterprise,Mobile App,0,1,0.3012893899149465,0,1
116,50,3,265.61,20,0.03888888888888889,37.0,IN,South,SMB,Web,0,0,0.3266192798595563,0,3
117,114,7,420.89,25,0.020000000000000004,30.0,CA,Northeast,Retail,Mobile App,0,0,0.3953285477792453,0,0
118,32,5,353.95,29,0.021875000000000002,45.0,US,Midwest,Retail,Mobile App,0,0,0.3477197341319954,0,2
119,300,4,304.34000000000003,22,0.05,23.0,CA,South,Retail,In-Store,0,1,0.1934002590566209,1,3
120,110,7,665.74,36,0.040625,20.0,IN,Northeast,Retail,Web,0,0,0.2602296220296519,0,1
121,48,14,1038.6,66,0.029411764705882353,23.0,US,West,SMB,Mobile App,0,1,0.4475890844094768,0,1
122,528,2,153.88,11,0.075,32.0,US,Northeast,Retail,Mobile App,0,0,0.4321635128417387,1,3
123,55,7,332.98,27,0.021428571428571432,40.0,US,South,Retail,Web,0,0,0.6594412349435294,0,2
124,116,6,608.5699999999999,34,0.04722222222222223,29.0,UK,Midwest,Retail,Web,0,1,0.2788273907012445,0,3
125,173,6,326.38,23,0.030000000000000006,35.0,US,Midwest,Retail,Web,0,0,0.3937119435884254,0,0
126,83,4,351.91,28,0.04642857142857143,42.0,US,Midwest,Retail,Mobile App,1,0,0.4451026257422619,0,2
127,83,3,139.15,12,0.021428571428571432,49.0,US,Northeast,SMB,Web,0,0,0.3148866838863184,0,2
128,451,3,278.24,19,0.042857142857142864,26.0,UK,West,Retail,Web,0,0,0.515856495023475,1,3
129,11,5,611.64,40,0.029411764705882353,42.0,UK,West,SMB,Web,0,0,0.4454445838462741,0,2
130,121,7,628.65,42,0.01578947368421053,28.0,UK,South,Retail,Web,0,0,0.3749025825064968,0,0
131,10,8,845.42,57,0.03518518518518519,35.0,AU,Midwest,Retail,Web,0,0,0.2460113654100144,0,1
132,456,4,268.86,17,0.044444444444444446,44.0,US,South,Retail,In-Store,0,1,0.3690922364669496,1,2
133,256,5,541.6899999999999,33,0.05,35.0,IN,Midwest,Retail,Mobile App,0,1,0.0436975707217217,1,3
134,27,6,683.16,41,0.029411764705882353,44.0,US,Midwest,Retail,In-Store,1,0,0.894714691333592,0,2
135,134,6,399.55,27,0.04230769230769231,40.0,UK,South,Retail,In-Store,0,0,0.4204188352716317,0,2
136,51,9,775.81,49,0.022000000000000002,20.0,US,Midwest,SMB,Mobile App,0,0,0.800688725877037,0,1
137,1,9,821.69,51,0.021739130434782608,30.0,US,Northeast,Retail,Web,0,0,0.4941105499870797,0,1
138,38,4,374.33000000000004,28,0.01153846153846154,32.0,US,Northeast,Retail,In-Store,0,0,0.3405088603438349,0,0
139,181,11,595.6,38,0.027500000000000004,27.0,UK,Midwest,SMB,Mobile App,0,0,0.4376637162717496,0,1
140,453,3,210.63,20,0.021428571428571432,18.0,CA,South,Retail,Web,0,0,0.357247012369182,1,0
141,207,7,485.22,36,0.025,41.0,US,Northeast,Retail,Mobile App,0,0,0.4008872611000731,0,2
142,51,5,440.28999999999996,29,0.04642857142857143,18.0,US,West,Retail,Web,0,0,0.399468185785937,0,3
143,22,8,790.4,48,0.011904761904761904,37.0,US,West,Retail,Partner,0,1,0.2689462302482158,0,1
144,301,5,515.01,35,0.07142857142857142,32.0,IN,Midwest,Retail,Mobile App,0,1,0.0,1,3
145,40,5,398.45,31,0.019444444444444445,41.0,US,Midwest,Retail,In-Store,0,1,0.1611527395493217,0,2
146,41,5,329.75,26,0.020833333333333332,19.0,US,South,SMB,Partner,0,1,0.3340903517931325,0,0
147,70,6,588.21,34,0.029411764705882353,36.0,US,Midwest,Retail,In-Store,0,1,0.0596270795580736,0,2
148,86,7,901.52,59,0.026086956521739136,34.0,IN,West,Retail,Web,0,1,0.1470381090417958,0,1
149,18,11,983.14,63,0.03870967741935484,30.0,US,Northeast,Retail,Mobile App,0,0,0.5075528736405637,0,1
150,270,7,573.49,39,0.05,43.0,UK,Northeast,Retail,Web,0,1,0.5047285189725905,1,2
151,444,4,322.76,21,0.04,29.0,CA,South,Retail,In-Store,0,0,0.4975761554893874,1,3
152,47,7,733.4399999999999,47,0.027500000000000004,24.0,AU,Midwest,Retail,Mobile App,0,1,0.1137926135077966,0,1
153,16,7,685.62,42,0.00625,36.0,IN,West,Enterprise,Mobile App,0,0,0.2931293314922232,0,2
154,231,3,206.63,11,0.037500000000000006,18.0,US,Midwest,Retail,Web,0,0,0.547038545737143,1,0
155,557,2,125.88,8,0.03333333333333333,33.0,CA,West,SMB,Web,0,0,0.6118703695644664,1,0
156,398,6,441.19,26,0.0375,32.0,US,West,Enterprise,Mobile App,0,0,0.3597779435822074,1,0
157,221,6,555.22,32,0.0625,26.0,US,Northeast,Retail,Web,0,0,0.3549222898600168,0,3
158,102,6,518.46,30,0.021875000000000002,30.0,US,West,Retail,Mobile App,0,1,0.4510911687106991,0,0
159,5,7,756.91,53,0.03333333333333333,35.0,AU,Northeast,Retail,Web,0,0,0.4442800621671148,0,1
160,41,5,355.66,22,0.03636363636363637,39.0,US,South,Retail,Mobile App,0,0,0.294253560316938,0,2
161,230,11,1238.08,82,0.02878787878787879,35.0,IN,Midwest,Retail,Web,0,0,0.5815056751134564,1,1
162,207,5,440.11,32,0.040625,29.0,US,South,Retail,In-Store,0,0,0.3069026682645215,0,3
163,76,4,374.13,23,0.01,39.0,US,Midwest,Retail,Mobile App,0,0,0.3463887523538029,0,0
164,5,7,738.52,43,0.0368421052631579,29.0,IN,West,Retail,In-Store,0,0,0.5333009496248708,0,1
165,312,4,426.98,29,0.014285714285714287,28.0,US,West,Retail,Mobile App,0,1,0.0978194532492287,1,0
166,339,8,883.88,60,0.021739130434782608,23.0,IN,Northeast,Retail,Mobile App,0,0,0.3723287862908733,1,1
167,491,3,393.11,27,0.020833333333333332,35.0,IN,West,Retail,Mobile App,1,1,0.2273599731358651,1,0
168,223,3,295.7,20,0.0,23.0,US,Midwest,Retail,Web,0,0,0.720050662494307,0,0
169,91,4,244.62,20,0.00625,30.0,AU,South,SMB,Mobile App,1,0,0.5352973776146508,0,0
170,112,5,350.04,23,0.05,20.0,US,Northeast,Retail,Mobile App,0,0,0.4996715512655434,0,3
171,11,6,382.21,25,0.025,35.0,US,Northeast,Retail,Partner,0,0,0.3468627244913503,0,0
172,110,3,89.92,5,0.05,25.0,US,Midwest,Retail,Web,0,0,0.8243723394492426,0,3
173,153,7,647.15,46,0.05476190476190477,38.0,IN,South,Retail,Web,1,0,0.6688114624054822,0,3
174,216,7,774.15,44,0.03529411764705883,46.0,AU,Midwest,Retail,Web,0,0,0.4955901152506459,0,2
175,81,4,274.77,17,0.05,20.0,US,Northeast,Retail,Web,1,1,0.3241318732878531,0,3
176,106,8,766.82,47,0.017647058823529415,46.0,US,South,Retail,Mobile App,0,0,0.8007328563280214,0,2
177,243,8,597.68,38,0.026470588235294117,26.0,IN,South,SMB,Web,0,1,0.7912959851840004,1,1
178,221,5,412.90000000000003,22,0.025000000000000005,18.0,US,Midwest,Retail,Web,0,0,0.7982545068595188,0,0
179,105,9,736.62,52,0.05625,40.0,US,West,Retail,Mobile App,0,1,0.1721777198608579,0,1
180,14,10,1281.2,60,0.04230769230769231,37.0,IN,West,Retail,Web,0,1,0.2719765966102647,0,1
181,159,12,1369.21,86,0.029411764705882353,44.0,IN,West,Retail,Mobile App,1,1,0.239150096574509,0,1
182,0,7,434.98,32,0.041666666666666664,24.0,US,South,Retail,Web,0,0,0.2735735591541518,0,3
183,20,5,289.88,18,0.05,40.0,US,Midwest,Retail,Web,0,0,0.6605521425445017,0,3
184,324,5,754.27,49,0.028947368421052635,39.0,US,Northeast,Retail,Web,0,1,0.2673647072346184,1,2
185,287,8,762.37,47,0.043478260869565216,32.0,US,South,Retail,In-Store,0,1,0.094391135855924,1,1
186,14,3,249.32,13,0.022222222222222223,33.0,US,Midwest,Retail,Web,0,0,0.5719792751684138,0,0
187,289,8,514.39,37,0.041666666666666664,51.0,UK,Northeast,Retail,Mobile App,1,0,0.6596823472969113,1,2
188,59,6,571.83,37,0.027777777777777776,44.0,CA,Midwest,SMB,In-Store,1,0,1.0,0,2
189,203,5,400.77,29,0.05,32.0,US,West,Retail,Web,1,1,0.2250917733131803,0,3
190,383,5,361.52,25,0.030000000000000006,30.0,AU,South,Retail,Web,0,0,0.6634674594486933,1,0
191,385,7,657.95,38,0.030555555555555558,22.0,US,Midwest,Retail,Web,0,0,0.4541474151770206,1,1
192,80,7,613.79,36,0.03823529411764706,47.0,US,Northeast,Retail,Web,0,1,0.3161618004712405,0,2
193,370,4,387.89,21,0.005,25.0,US,South,SMB,Web,0,0,0.4008377281570918,1,0
194,31,8,418.62,31,0.030555555555555558,39.0,IN,West,Enterprise,Web,1,0,0.4101402121987657,0,2
195,41,10,876.38,62,0.028846153846153848,20.0,US,West,Retail,Web,0,0,0.4742125854219584,0,1
196,200,4,350.7,23,0.04,37.0,IN,Northeast,SMB,In-Store,0,1,0.2043290305439878,0,3
197,672,2,198.70000000000002,11,0.041666666666666664,28.0,US,Midwest,SMB,In-Store,0,1,0.0749006409338464,1,3
198,282,8,765.99,53,0.01666666666666667,29.0,IN,South,Retail,Web,0,0,0.515470563524925,1,1
199,111,5,374.89,25,0.04615384615384616,32.0,UK,Midwest,Retail,Mobile App,0,0,0.5310454655366019,0,3
200,261,3,158.96,14,0.06666666666666667,43.0,US,South,Retail,Web,0,0,0.3893222882811162,1,3
201,46,4,514.64,29,0.015000000000000003,29.0,IN,West,Retail,Web,0,0,0.2496295969591132,0,0
202,27,7,653.0,45,0.035,42.0,US,Northeast,Retail,Web,1,1,0.2405967062695553,0,2
203,497,7,811.3399999999999,46,0.07631578947368423,26.0,US,West,Retail,Mobile App,0,0,0.2876546881429107,1,3
204,221,5,471.92,31,0.03333333333333333,31.0,UK,West,Retail,Web,0,1,0.114766719941082,0,0
205,64,6,399.38,25,0.0038461538461538464,43.0,US,West,Retail,Web,0,1,0.2290845283826514,0,2
206,102,7,646.84,37,0.03666666666666667,45.0,UK,West,Retail,Mobile App,0,0,0.3765193564776494,0,2
207,257,5,530.22,35,0.03235294117647059,39.0,IN,Northeast,SMB,Mobile App,0,0,0.4133635734723789,1,2
208,241,6,721.8399999999999,42,0.022727272727272728,31.0,CA,Northeast,Retail,Web,0,0,0.4338173714342773,1,0
209,74,2,220.87,16,0.028571428571428574,46.0,US,West,Retail,Web,0,0,0.392796975264844,0,2
210,38,6,534.64,37,0.031578947368421054,43.0,US,South,Retail,Mobile App,0,0,0.2897610266845793,0,2
211,118,4,278.55,19,0.022727272727272728,32.0,US,Northeast,Retail,Partner,0,0,0.2712040477198105,0,0
212,60,5,624.97,36,0.030000000000000002,40.0,US,South,Retail,Mobile App,0,0,0.3320866566288173,0,2
213,71,4,269.92,16,0.04,42.0,US,South,Retail,Web,0,0,0.3771138711663216,0,2
214,187,7,718.09,43,0.044736842105263165,39.0,UK,West,Enterprise,Web,1,0,0.8197513306350189,0,1
215,692,4,394.87,27,0.020833333333333332,32.0,CA,Northeast,SMB,Web,0,0,0.3690954515525497,1,0
216,341,3,186.37,16,0.018750000000000003,35.0,US,West,Retail,Mobile App,0,0,0.4759627093661234,1,0
217,70,13,1078.67,73,0.033783783783783786,29.0,US,Midwest,Retail,Partner,1,0,0.6221236638087381,0,1
218,257,6,575.41,41,0.02,37.0,US,Midwest,Retail,Mobile App,0,0,0.2445350377991276,1,2
219,166,7,573.45,37,0.03666666666666667,48.0,US,Midwest,Retail,Web,0,0,0.497758331144386,0,2
220,18,9,909.48,57,0.024137931034482762,42.0,AU,South,Enterprise,Web,0,0,0.4211088309662569,0,1
221,3,7,414.36,30,0.0425,38.0,US,Northeast,Retail,Web,0,0,0.2294966830855314,0,2
222,361,4,222.87,15,0.05833333333333334,28.0,US,South,Retail,Web,0,1,0.5625770238974191,1,3
223,5,8,479.48,32,0.04411764705882353,27.0,IN,Northeast,Retail,Web,0,0,0.6214734773138444,0,3
224,38,5,575.0600000000001,35,0.028571428571428574,48.0,US,Midwest,Retail,In-Store,0,0,0.3649902537464189,0,2
225,243,6,477.76,33,0.053125000000000006,31.0,UK,Northeast,Retail,Web,0,0,0.4957781463716205,1,3
226,174,2,230.17,9,0.025,20.0,US,Midwest,Retail,Web,0,1,0.1352749276801195,0,0
227,288,5,586.18,33,0.06785714285714287,31.0,US,West,Retail,Mobile App,0,0,0.5617425173007091,1,3
228,76,9,795.58,55,0.026086956521739136,37.0,US,South,Retail,Web,0,0,0.554338047521501,0,1
229,113,9,961.96,67,0.032692307692307694,50.0,US,South,SMB,Web,0,0,0.622177138747634,0,1
230,509,7,762.87,46,0.025,49.0,US,South,Retail,Web,0,1,0.3519090011700423,1,2
231,441,3,218.64,14,0.03888888888888889,35.0,US,South,SMB,Web,0,0,0.5205754319957792,1,3
232,57,3,413.48,21,0.0125,35.0,US,West,Retail,Mobile App,0,0,0.2975568006212805,0,0
233,263,6,551.43,35,0.05,27.0,US,South,Retail,In-Store,1,0,0.6394545456975249,1,3
234,116,10,581.77,46,0.03695652173913044,18.0,US,South,Retail,Mobile App,0,0,0.5773272514159657,0,1
235,97,3,217.39,14,0.044444444444444446,30.0,US,Northeast,Retail,Web,0,1,0.342562543871579,0,3
236,37,11,1096.63,75,0.03142857142857143,49.0,IN,South,Retail,Web,0,0,0.5907392159198113,0,1
237,192,9,677.72,38,0.05500000000000001,41.0,CA,Midwest,Retail,Web,0,1,0.0933103708501585,0,1
238,65,9,781.21,48,0.03888888888888889,34.0,CA,Northeast,Retail,Web,0,0,0.4170667045117902,0,1
239,129,5,512.55,30,0.03636363636363637,26.0,US,South,Retail,Web,0,0,0.2984535479113787,0,0
240,54,7,595.35,48,0.056818181818181816,26.0,IN,Northeast,Retail,In-Store,1,0,0.3333126453864568,0,3
241,322,3,192.04,13,0.05625,43.0,US,Midwest,SMB,Web,0,0,0.4917129805273984,1,3
242,119,3,227.32,15,0.028571428571428574,31.0,IN,South,Retail,Mobile App,0,1,0.1282705912801855,0,0
243,36,5,488.56,26,0.04230769230769231,35.0,US,West,Retail,Partner,0,1,0.0,0,3
244,274,5,406.98,27,0.03636363636363637,31.0,US,Midwest,SMB,Mobile App,0,0,0.5236071109407459,1,0
245,165,5,428.15,26,0.022727272727272728,35.0,US,South,Retail,In-Store,0,0,0.3557851625332433,0,0
246,218,9,1010.61,60,0.028571428571428574,48.0,IN,Northeast,Retail,Web,0,1,0.4633213313979842,0,1
247,183,5,685.77,34,0.0411764705882353,51.0,US,South,Retail,Mobile App,0,0,0.3962985224575223,0,2
248,144,8,655.92,42,0.028571428571428574,28.0,IN,Northeast,Retail,Mobile App,0,1,0.2051268260236417,0,1
249,353,4,431.2,25,0.018181818181818184,27.0,US,Northeast,Retail,Web,0,1,0.2682787039036632,1,0
250,133,6,698.73,45,0.02619047619047619,18.0,US,South,Retail,Web,0,1,0.1173970917521294,0,0
