customer_id,country,region,signup_date,age,segment,primary_channel,is_student,has_membership,churn_risk
46,UK,South,2023-03-28,30,Retail,Web,0,0,0.5442651887799821
47,US,Midwest,2023-09-30,19,Retail,Mobile App,1,1,0.0632413195701488
48,CA,South,2023-08-19,29,Retail,Web,0,1,0.22969191752312057
49,IN,Northeast,2023-06-05,25,Retail,Mobile App,0,0,0.4798161184339258
50,US,South,2023-01-30,36,Retail,Mobile App,1,0,0.3579514780098305
51,UK,Midwest,2024-02-26,32,Retail,In-Store,0,1,0.16060747155150573
52,US,Midwest,2024-07-09,43,Retail,Web,0,0,0.49880124167659495
53,US,Northeast,2023-04-13,36,Retail,Web,0,0,0.38598152693341503
54,AU,West,2023-04-05,34,Retail,Web,0,1,0.6925445627543734
55,US,Midwest,2023-01-26,31,Retail,Mobile App,0,0,0.30331087211398666
56,US,Northeast,2023-01-28,32,Retail,Web,1,1,0.37674868769066594
57,CA,West,2023-03-31,40,Retail,In-Store,0,0,0.7251606604410297
58,US,Northeast,2024-08-15,49,Retail,Web,0,0,0.6149333511438054
59,US,Midwest,2023-10-18,24,Retail,In-Store,0,0,0.5959028759190735
60,US,West,2023-11-23,38,Retail,In-Store,0,0,0.6030446990963655
61,US,South,2023-04-30,31,SMB,Mobile App,0,0,0.8752166155098553
62,US,South,2023-04-16,33,Retail,Web,1,0,0.8568948628144745
63,IN,West,2024-04-24,35,Retail,Partner,0,0,0.6568399869077949
64,IN,South,2024-01-13,35,Retail,Web,0,0,0.4041784285394986
65,US,Midwest,2023-11-28,43,Retail,Web,0,0,0.3311824602350323
66,US,West,2023-11-21,43,Retail,Partner,0,0,0.6993609205636491
67,AU,Midwest,2023-10-09,33,Retail,In-Store,0,0,0.46499866706361087
68,AU,West,2023-05-29,26,SMB,Mobile App,0,1,0.195437714733953
69,US,Midwest,2023-07-27,38,Retail,Mobile App,0,0,0.44741071691369433
70,US,South,2023-07-31,30,Enterprise,In-Store,0,0,0.339240821484556
71,US,West,2023-11-27,42,Retail,Mobile App,0,0,0.3864980507855632
72,US,South,2023-08-16,41,Retail,Mobile App,0,0,0.4263385817686912
73,US,South,2024-03-29,31,Retail,Web,0,1,0.15697586501620048
74,US,Midwest,2023-05-13,35,SMB,Mobile App,1,1,0.2470877237258514
75,CA,Northeast,2023-04-01,28,SMB,Web,0,1,0.19780709875217128
76,US,West,2023-03-20,42,Retail,Mobile App,0,1,0.32337115119161547
77,US,West,2023-03-04,26,SMB,Mobile App,0,0,0.6084880178294587
78,US,Northeast,2023-06-01,45,Retail,In-Store,0,0,0.32622424817592505
79,US,Midwest,2023-08-02,20,Enterprise,Web,0,0,0.6221564388152414
80,IN,Northeast,2024-02-06,30,Retail,Mobile App,0,0,0.4282403263171596
81,US,West,2023-03-21,38,Retail,Partner,0,0,0.5734771724783321
82,IN,South,2023-11-27,45,Retail,Mobile App,0,0,0.6109066776443803
83,CA,Northeast,2023-06-03,18,Retail,Web,0,0,0.5830585324153352
84,US,South,2023-03-13,19,Retail,Mobile App,0,0,0.68314705818031
85,US,West,2023-03-27,39,Retail,Mobile App,0,0,0.2103413985503724
86,US,West,2025-02-07,30,Enterprise,Web,0,1,0.17624239819808019
87,US,Midwest,2023-11-01,37,Retail,In-Store,0,0,0.879766878563186
88,UK,South,2023-07-30,31,Retail,Mobile App,0,1,0.09048462410424309
89,US,Midwest,2023-10-21,18,Retail,Web,0,0,0.694885415076786
90,US,Midwest,2024-07-09,28,SMB,Web,0,0,0.7472306018454211
91,IN,South,2024-06-10,31,Retail,In-Store,0,0,0.23270100646910163
92,US,West,2024-03-16,39,Retail,Web,0,0,0.5486176641802475
93,US,Midwest,2023-12-18,20,Retail,Web,0,0,0.2149873159625944
94,US,Midwest,2023-03-16,18,Retail,Web,0,0,0.5643593290953648
95,IN,Midwest,2023-09-10,34,SMB,Web,0,0,0.3267821222560498
96,US,South,2023-07-31,18,Retail,Mobile App,0,0,0.4726195779610748
97,US,Northeast,2023-06-13,38,Retail,Web,0,0,0.32357329602921947
98,US,South,2023-07-30,22,Retail,Web,0,0,0.3506087077684533
99,US,Northeast,2023-06-06,43,Retail,Web,0,1,0.01804582892957339
100,US,South,2024-02-14,42,Enterprise,Web,1,0,0.7759315464083684
101,IN,Northeast,2024-01-23,22,Retail,In-Store,0,1,0.014831287154297407
102,US,Midwest,2023-02-24,37,Retail,Mobile App,0,1,0.050290065635776135
103,US,South,2023-08-14,41,Retail,Mobile App,1,1,0.3987965669006138
104,US,West,2024-06-27,25,Retail,In-Store,0,1,0.2548567035797993
105,IN,Northeast,2023-11-22,41,Retail,Mobile App,0,0,0.21838522605755953
106,US,Northeast,2023-07-03,33,SMB,Web,0,0,0.8434081488109457
107,US,West,2023-09-06,19,Retail,Mobile App,0,0,0.5050131292630446
108,US,Northeast,2024-04-16,37,Retail,Mobile App,1,0,0.6194343997975769
109,US,West,2023-04-27,47,Retail,Web,0,1,0.3648923305009437
110,US,South,2024-05-30,18,Retail,Mobile App,1,0,0.5071265117932149
111,US,Northeast,2023-02-17,32,Retail,Mobile App,0,1,0.10337625623810977
112,CA,West,2023-03-30,35,Retail,Web,0,0,0.6228950555098883
113,US,Northeast,2023-01-19,32,SMB,Web,0,0,0.505152708594103
114,US,South,2024-05-29,25,Retail,Mobile App,0,1,0.33428728920357903
115,US,South,2024-02-04,32,Enterprise,Mobile App,0,1,0.3012893899149465
116,IN,South,2023-12-04,37,SMB,Web,0,0,0.32661927985955636
117,CA,Northeast,2023-06-18,30,Retail,Mobile App,0,0,0.3953285477792453
118,US,Midwest,2024-01-28,45,Retail,Mobile App,0,0,0.3477197341319954
119,CA,South,2023-11-30,23,Retail,In-Store,0,1,0.1934002590566209
120,IN,Northeast,2023-10-14,20,Retail,Web,0,0,0.2602296220296519
121,US,West,2023-08-25,23,SMB,Mobile App,0,1,0.4475890844094768
122,US,Northeast,2024-03-17,32,Retail,Mobile App,0,0,0.43216351284173876
123,US,South,2023-04-20,40,Retail,Web,0,0,0.6594412349435294
124,UK,Midwest,2023-03-27,29,Retail,Web,0,1,0.2788273907012445
125,US,Midwest,2023-06-27,35,Retail,Web,0,0,0.39371194358842543
126,US,Midwest,2023-07-16,42,Retail,Mobile App,1,0,0.4451026257422619
127,US,Northeast,2023-04-07,49,SMB,Web,0,0,0.31488668388631846
128,UK,West,2023-02-07,26,Retail,Web,0,0,0.515856495023475
129,UK,West,2023-05-15,42,SMB,Web,0,0,0.44544458384627417
130,UK,South,2023-12-04,28,Retail,Web,0,0,0.3749025825064968
131,AU,Midwest,2024-03-16,35,Retail,Web,0,0,0.24601136541001448
132,US,South,2023-02-15,44,Retail,In-Store,0,1,0.3690922364669496
133,IN,Midwest,2023-07-29,35,Retail,Mobile App,0,1,0.043697570721721785
134,US,Midwest,2023-04-11,44,Retail,In-Store,1,0,0.894714691333592
135,UK,South,2023-10-07,40,Retail,In-Store,0,0,0.4204188352716317
136,US,Midwest,2024-01-17,20,SMB,Mobile App,0,0,0.800688725877037
137,US,Northeast,2023-12-16,30,Retail,Web,0,0,0.4941105499870797
138,US,Northeast,2023-12-13,32,Retail,In-Store,0,0,0.3405088603438349
139,UK,Midwest,2023-04-24,27,SMB,Mobile App,0,0,0.4376637162717496
140,CA,South,2024-01-17,18,Retail,Web,0,0,0.35724701236918205
141,US,Northeast,2024-07-24,41,Retail,Mobile App,0,0,0.4008872611000731
142,US,West,2023-12-21,18,Retail,Web,0,0,0.399468185785937
143,US,West,2023-06-09,37,Retail,Partner,0,1,0.2689462302482158
144,IN,Midwest,2024-04-04,32,Retail,Mobile App,0,1,0.0
145,US,Midwest,2023-07-16,41,Retail,In-Store,0,1,0.16115273954932174
146,US,South,2023-04-21,19,SMB,Partner,0,1,0.3340903517931325
147,US,Midwest,2023-08-14,36,Retail,In-Store,0,1,0.059627079558073656
148,IN,West,2023-08-16,34,Retail,Web,0,1,0.14703810904179587
149,US,Northeast,2023-07-14,30,Retail,Mobile App,0,0,0.5075528736405637
150,UK,Northeast,2024-08-31,43,Retail,Web,0,1,0.5047285189725905
151,CA,South,2023-05-07,29,Retail,In-Store,0,0,0.49757615548938744
152,AU,Midwest,2023-11-04,24,Retail,Mobile App,0,1,0.11379261350779667
153,IN,West,2023-11-12,36,Enterprise,Mobile App,0,0,0.29312933149222326
154,US,Midwest,2023-07-13,18,Retail,Web,0,0,0.547038545737143
155,CA,West,2024-01-22,33,SMB,Web,0,0,0.6118703695644664
156,US,West,2023-05-01,32,Enterprise,Mobile App,0,0,0.3597779435822074
157,US,Northeast,2023-04-13,26,Retail,Web,0,0,0.35492228986001684
158,US,West,2023-12-18,30,Retail,Mobile App,0,1,0.45109116871069915
159,AU,Northeast,2024-09-16,35,Retail,Web,0,0,0.44428006216711485
160,US,South,2023-02-16,39,Retail,Mobile App,0,0,0.29425356031693806
161,IN,Midwest,2023-09-09,35,Retail,Web,0,0,0.5815056751134564
162,US,South,2023-05-13,29,Retail,In-Store,0,0,0.30690266826452156
163,US,Midwest,2023-04-01,39,Retail,Mobile App,0,0,0.34638875235380295
164,IN,West,2023-07-02,29,Retail,In-Store,0,0,0.5333009496248708
165,US,West,2023-05-04,28,Retail,Mobile App,0,1,0.09781945324922876
166,IN,Northeast,2023-06-12,23,Retail,Mobile App,0,0,0.3723287862908733
167,IN,West,2023-10-14,35,Retail,Mobile App,1,1,0.22735997313586512
168,US,Midwest,2024-06-27,23,Retail,Web,0,0,0.720050662494307
169,AU,South,2024-06-19,30,SMB,Mobile App,1,0,0.5352973776146508
170,US,Northeast,2023-06-15,20,Retail,Mobile App,0,0,0.49967155126554347
171,US,Northeast,2023-10-20,35,Retail,Partner,0,0,0.34686272449135036
172,US,Midwest,2024-05-23,25,Retail,Web,0,0,0.8243723394492426
173,IN,South,2023-06-27,38,Retail,Web,1,0,0.6688114624054822
174,AU,Midwest,2024-04-13,46,Retail,Web,0,0,0.4955901152506459
175,US,Northeast,2023-09-30,20,Retail,Web,1,1,0.3241318732878531
176,US,South,2024-01-19,46,Retail,Mobile App,0,0,0.8007328563280214
177,IN,South,2024-03-26,26,SMB,Web,0,1,0.7912959851840004
178,US,Midwest,2023-01-31,18,Retail,Web,0,0,0.7982545068595188
179,US,West,2024-01-19,40,Retail,Mobile App,0,1,0.1721777198608579
180,IN,West,2024-06-01,37,Retail,Web,0,1,0.2719765966102647
181,IN,West,2023-12-26,44,Retail,Mobile App,1,1,0.23915009657450906
182,US,South,2023-06-13,24,Retail,Web,0,0,0.2735735591541518
183,US,Midwest,2024-03-26,40,Retail,Web,0,0,0.6605521425445017
184,US,Northeast,2024-04-25,39,Retail,Web,0,1,0.2673647072346184
185,US,South,2024-03-14,32,Retail,In-Store,0,1,0.09439113585592403
186,US,Midwest,2023-09-14,33,Retail,Web,0,0,0.5719792751684138
187,UK,Northeast,2023-06-15,51,Retail,Mobile App,1,0,0.6596823472969113
188,CA,Midwest,2023-09-03,44,SMB,In-Store,1,0,1.0
189,US,West,2023-08-24,32,Retail,Web,1,1,0.22509177331318034
190,AU,South,2023-10-18,30,Retail,Web,0,0,0.6634674594486933
191,US,Midwest,2023-08-31,22,Retail,Web,0,0,0.4541474151770206
192,US,Northeast,2023-08-21,47,Retail,Web,0,1,0.3161618004712405
193,US,South,2023-10-16,25,SMB,Web,0,0,0.4008377281570918
194,IN,West,2023-12-19,39,Enterprise,Web,1,0,0.41014021219876573
195,US,West,2023-09-22,20,Retail,Web,0,0,0.47421258542195843
196,IN,Northeast,2024-06-29,37,SMB,In-Store,0,1,0.20432903054398782
197,US,Midwest,2023-11-30,28,SMB,In-Store,0,1,0.07490064093384642
198,IN,South,2024-09-28,29,Retail,Web,0,0,0.515470563524925
199,UK,Midwest,2023-07-20,32,Retail,Mobile App,0,0,0.5310454655366019
200,US,South,2024-04-22,43,Retail,Web,0,0,0.38932228828111626
201,IN,West,2024-08-17,29,Retail,Web,0,0,0.2496295969591132
202,US,Northeast,2024-01-13,42,Retail,Web,1,1,0.24059670626955534
203,US,West,2023-09-07,26,Retail,Mobile App,0,0,0.2876546881429107
204,UK,West,2023-10-11,31,Retail,Web,0,1,0.11476671994108208
205,US,West,2023-12-17,43,Retail,Web,0,1,0.22908452838265142
206,UK,West,2023-12-19,45,Retail,Mobile App,0,0,0.37651935647764945
207,IN,Northeast,2023-07-01,39,SMB,Mobile App,0,0,0.41336357347237895
208,CA,Northeast,2023-05-18,31,Retail,Web,0,0,0.4338173714342773
209,US,West,2023-01-31,46,Retail,Web,0,0,0.392796975264844
210,US,South,2023-10-22,43,Retail,Mobile App,0,0,0.28976102668457937
211,US,Northeast,2023-11-13,32,Retail,Partner,0,0,0.27120404771981055
212,US,South,2024-05-08,40,Retail,Mobile App,0,0,0.33208665662881737
213,US,South,2024-02-01,42,Retail,Web,0,0,0.3771138711663216
214,UK,West,2023-04-30,39,Enterprise,Web,1,0,0.8197513306350189
215,CA,Northeast,2023-09-11,32,SMB,Web,0,0,0.3690954515525497
216,US,West,2023-11-08,35,Retail,Mobile App,0,0,0.4759627093661234
217,US,Midwest,2024-03-18,29,Retail,Partner,1,0,0.6221236638087381
218,US,Midwest,2024-05-05,37,Retail,Mobile App,0,0,0.2445350377991276
219,US,Midwest,2023-06-05,48,Retail,Web,0,0,0.497758331144386
220,AU,South,2024-09-01,42,Enterprise,Web,0,0,0.42110883096625695
221,US,Northeast,2023-03-10,38,Retail,Web,0,0,0.22949668308553145
222,US,South,2023-01-10,28,Retail,Web,0,1,0.5625770238974191
223,IN,Northeast,2023-09-12,27,Retail,Web,0,0,0.6214734773138444
224,US,Midwest,2023-08-30,48,Retail,In-Store,0,0,0.3649902537464189
225,UK,Northeast,2024-04-08,31,Retail,Web,0,0,0.49577814637162054
226,US,Midwest,2024-03-03,20,Retail,Web,0,1,0.13527492768011956
227,US,West,2023-10-27,31,Retail,Mobile App,0,0,0.5617425173007091
228,US,South,2023-02-23,37,Retail,Web,0,0,0.554338047521501
229,US,South,2023-10-06,50,SMB,Web,0,0,0.622177138747634
230,US,South,2024-09-30,49,Retail,Web,0,1,0.3519090011700423
231,US,South,2024-03-20,35,SMB,Web,0,0,0.5205754319957792
232,US,West,2023-06-10,35,Retail,Mobile App,0,0,0.2975568006212805
233,US,South,2023-01-28,27,Retail,In-Store,1,0,0.6394545456975249
234,US,South,2023-08-10,18,Retail,Mobile App,0,0,0.5773272514159657
235,US,Northeast,2024-03-15,30,Retail,Web,0,1,0.34256254387157903
236,IN,South,2023-09-09,49,Retail,Web,0,0,0.5907392159198113
237,CA,Midwest,2024-05-25,41,Retail,Web,0,1,0.09331037085015854
238,CA,Northeast,2023-11-18,34,Retail,Web,0,0,0.41706670451179023
239,US,South,2023-09-01,26,Retail,Web,0,0,0.2984535479113787
240,IN,Northeast,2023-10-29,26,Retail,In-Store,1,0,0.33331264538645683
241,US,Midwest,2024-03-22,43,SMB,Web,0,0,0.4917129805273984
242,IN,South,2023-08-13,31,Retail,Mobile App,0,1,0.12827059128018553
243,US,West,2023-04-21,35,Retail,Partner,0,1,0.0
244,US,Midwest,2024-05-22,31,SMB,Mobile App,0,0,0.5236071109407459
245,US,South,2023-11-18,35,Retail,In-Store,0,0,0.3557851625332433
246,IN,Northeast,2023-07-17,48,Retail,Web,0,1,0.4633213313979842
247,US,South,2023-09-21,51,Retail,Mobile App,0,0,0.39629852245752234
248,IN,Northeast,2023-09-06,28,Retail,Mobile App,0,1,0.20512682602364174
249,US,Northeast,2023-09-07,27,Retail,Web,0,1,0.2682787039036632
250,US,South,2023-12-01,18,Retail,Web,0,1,0.11739709175212949
251,US,Midwest,2024-05-02,31,SMB,Mobile App,0,0,0.3658200005952816
252,US,Midwest,2024-05-31,30,Retail,Mobile App,0,0,0.5503243365384942
253,US,West,2024-12-29,18,Retail,Mobile App,0,1,0.028314638234231235
254,CA,Northeast,2023-06-23,42,Retail,Mobile App,0,0,0.7564009856757128
255,UK,West,2024-06-28,37,Retail,Web,0,1,0.3475119472211033
256,US,West,2023-07-10,32,Retail,Mobile App,0,0,0.3514533230829092
257,US,South,2023-03-15,18,Retail,In-Store,0,1,0.2766985707248957
258,US,West,2023-10-28,26,Retail,Mobile App,0,1,0.05572148899154136
259,US,South,2023-04-13,41,Retail,In-Store,0,1,0.3470538034576166
260,US,Midwest,2023-10-20,39,Retail,Mobile App,0,0,0.8778738689664347
261,US,Northeast,2023-08-23,36,Retail,In-Store,0,1,0.0
262,US,South,2024-02-23,43,Retail,In-Store,0,0,0.6794165313944396
263,IN,Northeast,2023-02-03,58,Retail,Web,0,0,0.36040590331299804
264,IN,Midwest,2024-06-30,41,SMB,Mobile App,0,0,0.6650367583450842
265,US,Northeast,2023-05-14,35,Enterprise,In-Store,0,0,0.539686197160371
266,US,West,2023-07-31,28,Retail,Mobile App,0,0,0.6975519111055286
267,US,South,2023-08-15,53,Retail,Web,0,1,0.17702484963085185
268,US,Northeast,2023-06-18,26,Retail,Mobile App,0,0,0.4651531569351833
269,US,Northeast,2023-07-19,31,Retail,In-Store,0,0,0.2351121436685513
270,US,Midwest,2024-09-18,35,Retail,In-Store,0,1,0.2073326504145792
271,US,West,2023-06-06,45,SMB,Web,0,0,0.8513480418524946
272,US,Northeast,2023-06-20,36,Retail,Mobile App,0,0,0.5956738600857595
273,AU,Midwest,2024-05-02,33,Retail,In-Store,0,0,0.6435089443127273
274,CA,Northeast,2023-08-26,32,Retail,Mobile App,0,0,0.4420646418344173
275,US,West,2023-11-23,26,SMB,Mobile App,0,0,0.20634420179987872
276,US,West,2023-03-02,36,Retail,Web,0,1,0.14446231713336222
277,US,South,2024-05-22,34,Retail,Partner,0,0,0.5692480341042223
278,CA,Midwest,2023-07-09,32,Retail,Mobile App,0,1,0.203398828093643
279,US,Northeast,2024-02-23,41,Retail,Mobile App,1,1,0.13916234726905174
280,US,Midwest,2024-02-19,46,Retail,Web,0,0,0.31314976053262245
281,US,Midwest,2023-05-06,40,Retail,Mobile App,0,0,0.31133224201523274
282,US,South,2023-12-07,18,Retail,Web,0,0,0.5518526329028859
283,US,West,2023-07-14,22,Retail,Web,0,1,0.33937833326147426
284,US,Midwest,2023-09-01,38,Retail,Web,0,1,0.0
285,US,South,2023-07-14,47,Retail,Web,0,1,0.4203111096506732
286,IN,West,2023-03-29,37,Retail,Web,0,0,0.5463969112609488
287,UK,Midwest,2023-12-23,39,Retail,Web,0,0,0.4525633479458461
288,US,West,2023-07-29,27,Retail,Mobile App,0,0,0.2415178101434993
289,US,West,2023-07-31,37,Retail,Web,0,0,0.6563101880031363
290,US,West,2024-03-03,38,SMB,Mobile App,0,0,0.4278251153575342
291,IN,Midwest,2023-12-18,33,Retail,In-Store,0,1,0.25198710830864257
292,US,Midwest,2024-01-19,32,SMB,Web,0,0,0.6630556121262015
293,CA,Northeast,2023-06-02,40,Retail,In-Store,0,1,0.3788148349467761
294,US,Northeast,2023-10-12,32,Retail,Web,0,1,0.266046538592155
295,US,Midwest,2023-12-13,33,Retail,Web,0,0,0.6433920677193823
296,US,Midwest,2024-01-26,19,Retail,Mobile App,0,0,0.36718297048840454
297,US,South,2023-07-10,59,SMB,Mobile App,0,0,0.3013004408303416
298,US,Northeast,2024-10-19,45,Retail,Web,0,0,0.4143976291124072
299,US,Midwest,2024-01-23,27,Retail,In-Store,0,0,0.34906100085057035
300,US,South,2023-06-15,36,Retail,Web,0,0,0.44443005126659596
301,AU,South,2023-07-01,38,Retail,Web,0,1,0.34277033130058376
302,US,Midwest,2023-10-19,32,Retail,Web,0,0,0.4520860367120498
303,US,West,2023-08-03,49,Retail,Web,0,1,0.18146278694518747
304,CA,Northeast,2023-12-25,45,Retail,Mobile App,0,1,0.06860530825778556
305,US,Midwest,2023-11-10,40,Retail,Mobile App,0,0,0.4550628468342679
306,US,South,2024-04-23,29,Retail,In-Store,0,0,0.6734914120294085
307,CA,Northeast,2024-02-13,21,Retail,Web,0,0,0.6420731758769858
308,US,Midwest,2024-03-31,47,Retail,Web,0,1,0.6372436171497814
309,UK,South,2024-03-31,30,Retail,In-Store,1,0,0.3826504464154532
310,US,West,2023-08-02,26,SMB,Web,0,0,0.23204132876454964
311,US,West,2024-01-06,28,Retail,Mobile App,0,0,0.43338185058762385
312,US,South,2024-03-01,24,Retail,Web,0,1,0.2493875195349219
313,US,Northeast,2023-07-05,33,Retail,Web,0,0,0.2923939123242913
314,CA,West,2024-04-01,38,Retail,Web,0,0,0.6702561927882142
315,US,West,2023-10-26,35,Retail,Web,0,1,0.3207975404725728
316,UK,Northeast,2024-04-21,47,Enterprise,Mobile App,0,0,0.26028258436546686
317,CA,West,2023-06-10,30,SMB,Web,0,0,0.6376474126382599
318,US,Midwest,2023-02-04,18,SMB,Web,0,0,0.2970349292658163
319,US,Northeast,2023-12-12,48,Retail,Web,0,0,0.42787895075582205
320,US,Northeast,2024-04-06,33,Retail,Mobile App,0,1,0.19868468740517775
321,AU,Midwest,2024-03-09,35,SMB,Mobile App,0,1,0.14526333363024407
322,US,Midwest,2023-08-15,42,Retail,Mobile App,1,1,0.1750929138914033
323,CA,Midwest,2023-03-14,33,SMB,Web,0,1,0.040728502146435794
324,US,Northeast,2023-09-29,32,Retail,Mobile App,1,1,0.6008251705368745
325,UK,South,2023-09-25,42,Retail,Web,1,0,0.9670632744803686
326,AU,Midwest,2023-03-08,45,Retail,In-Store,0,0,0.331991623469995
327,US,South,2023-06-30,30,Retail,Mobile App,0,0,0.38302781024218824
328,US,West,2023-02-23,32,Retail,Web,0,0,0.3541624233531167
329,US,Midwest,2023-11-08,30,Retail,In-Store,0,0,0.7043201841923874
330,IN,West,2023-08-07,20,Retail,Partner,0,1,0.1078209823559189
331,IN,Northeast,2023-08-05,26,Retail,In-Store,0,0,0.23144955809965195
332,US,West,2023-08-26,32,Enterprise,Mobile App,0,0,0.3924960389869712
333,US,West,2023-08-03,22,Retail,Web,0,1,0.3927287138398737
334,UK,Northeast,2023-10-24,39,Enterprise,Web,0,1,0.04982640004779844
335,US,Midwest,2023-10-18,43,Retail,Web,0,0,0.535846034864679
336,CA,Northeast,2023-07-31,43,Enterprise,Web,0,0,0.6017822903085315
337,US,Northeast,2024-05-14,31,Retail,In-Store,0,1,0.5194208434178785
338,UK,West,2024-03-22,35,Retail,Partner,0,0,0.6662313219932102
339,UK,Northeast,2023-11-26,28,Retail,Web,0,0,0.7330453171913172
340,IN,Midwest,2024-05-26,19,Retail,Mobile App,0,1,0.05582099538457974
341,US,Midwest,2023-12-18,43,Retail,Mobile App,0,1,0.5626810078968231
342,US,Northeast,2024-09-27,25,Retail,Web,0,1,0.08594320375642493
343,IN,West,2023-12-08,46,Retail,Web,0,1,0.045602824478594
344,AU,West,2023-03-29,42,Retail,Web,0,0,0.33889331062158484
345,IN,West,2023-02-25,18,Retail,Mobile App,0,1,0.4316950720265063
346,US,West,2023-06-16,31,Retail,In-Store,0,0,0.24685532838044583
347,US,South,2023-08-05,33,SMB,Web,0,1,0.13119552232233428
348,US,South,2023-06-10,34,Retail,Web,0,0,0.7045477729275762
349,US,South,2023-07-18,30,Retail,Mobile App,0,0,0.41123559096748036
350,UK,West,2023-11-25,38,Retail,Web,0,0,0.6912880336261187
351,IN,South,2023-08-16,36,Retail,In-Store,0,0,0.39354249187010487
352,CA,Midwest,2023-11-03,27,Retail,Web,0,0,0.6083839180586994
353,CA,Midwest,2023-02-14,35,Retail,Web,0,1,0.49552146639285605
354,US,Midwest,2023-03-02,38,Retail,Web,0,1,0.42667319131101866
355,US,West,2023-12-03,30,Retail,Mobile App,0,0,0.7514211093188639
356,CA,Northeast,2023-04-01,50,Retail,Mobile App,0,1,0.4567515984689196
357,US,West,2023-11-06,40,Retail,Web,0,1,0.16580288641891877
358,IN,Northeast,2023-08-31,18,Enterprise,Web,0,0,0.2929899784289103
359,IN,West,2023-07-15,22,Retail,Mobile App,0,0,0.3580582126607931
360,US,South,2024-05-19,23,Retail,Web,0,0,0.4976870166951338
361,CA,Northeast,2024-05-25,18,Retail,Web,0,1,0.5379017804460274
362,IN,Midwest,2023-11-19,24,Retail,Web,0,0,0.7326266241371837
363,US,South,2023-10-12,24,Retail,Mobile App,0,0,0.4229216000179262
364,IN,South,2023-08-18,34,Retail,Web,0,0,0.6652479254196184
