order_id,customer_id,order_date,product_id,quantity,list_price,discount,unit_price_paid,day_of_week
52,7,2023-09-27,74,1,6.0,0.05,5.7,2
52,7,2023-09-27,80,1,18.82,0.0,18.82,2
52,7,2023-09-27,93,1,14.48,0.0,14.48,2
53,8,2024-01-26,51,1,7.45,0.0,7.45,4
53,8,2024-01-26,99,1,13.34,0.0,13.34,4
53,8,2024-01-26,9,1,13.8,0.1,12.42,4
54,9,2024-04-07,29,1,10.64,0.0,10.64,6
55,9,2023-11-07,15,3,16.71,0.0,16.71,1
55,9,2023-11-07,114,2,31.19,0.0,31.19,1
55,9,2023-11-07,99,2,13.34,0.0,13.34,1
56,9,2025-08-16,20,1,14.67,0.0,14.67,5
56,9,2025-08-16,16,1,8.76,0.1,7.88,5
56,9,2025-08-16,35,3,12.39,0.0,12.39,5
56,9,2025-08-16,77,2,10.93,0.0,10.93,5
57,9,2024-11-22,92,2,27.89,0.2,22.31,4
57,9,2024-11-22,6,3,20.91,0.05,19.86,4
57,9,2024-11-22,104,2,25.94,0.1,23.35,4
58,9,2025-08-14,10,2,11.84,0.0,11.84,3
58,9,2025-08-14,77,2,10.93,0.0,10.93,3
59,10,2023-05-12,6,1,20.91,0.0,20.91,4
59,10,2023-05-12,29,1,10.64,0.05,10.11,4
59,10,2023-05-12,55,3,11.53,0.1,10.38,4
59,10,2023-05-12,104,4,25.94,0.0,25.94,4
60,10,2024-03-26,120,1,16.85,0.05,16.01,1
60,10,2024-03-26,29,3,10.64,0.0,10.64,1
61,10,2023-08-30,3,3,30.35,0.1,27.32,2
61,10,2023-08-30,58,1,13.72,0.0,13.72,2
61,10,2023-08-30,105,1,21.94,0.0,21.94,2
62,10,2025-04-22,70,4,12.34,0.05,11.72,1
62,10,2025-04-22,12,3,9.88,0.0,9.88,1
62,10,2025-04-22,37,2,25.1,0.0,25.1,1
63,10,2023-04-18,94,1,26.05,0.1,23.45,1
63,10,2023-04-18,106,1,11.62,0.05,11.04,1
64,10,2024-05-27,51,1,7.45,0.0,7.45,0
64,10,2024-05-27,95,2,15.41,0.0,15.41,0
64,10,2024-05-27,96,2,21.66,0.05,20.58,0
65,10,2024-03-15,15,3,16.71,0.05,15.87,4
65,10,2024-03-15,77,3,10.93,0.1,9.84,4
65,10,2024-03-15,119,2,28.82,0.05,27.38,4
65,10,2024-03-15,30,1,13.98,0.0,13.98,4
66,10,2025-07-26,13,2,16.87,0.1,15.18,5
67,10,2024-01-14,37,4,25.1,0.0,25.1,6
67,10,2024-01-14,14,1,11.66,0.05,11.08,6
67,10,2024-01-14,29,3,10.64,0.1,9.58,6
68,10,2023-07-31,78,5,11.35,0.05,10.78,0
68,10,2023-07-31,59,3,16.88,0.0,16.88,0
68,10,2023-07-31,8,2,9.78,0.05,9.29,0
69,10,2023-09-23,72,2,14.42,0.05,13.7,5
70,10,2024-01-07,53,1,15.29,0.2,12.23,6
71,10,2025-03-12,32,1,14.63,0.0,14.63,2
71,10,2025-03-12,30,3,13.98,0.0,13.98,2
71,10,2025-03-12,64,2,26.74,0.0,26.74,2
72,10,2023-06-11,85,3,15.69,0.0,15.69,6
72,10,2023-06-11,90,2,12.36,0.0,12.36,6
73,11,2025-02-28,26,1,18.87,0.1,16.98,4
73,11,2025-02-28,44,3,19.05,0.0,19.05,4
73,11,2025-02-28,3,1,30.35,0.05,28.83,4
74,11,2023-08-26,67,2,12.03,0.1,10.83,5
74,11,2023-08-26,46,3,23.38,0.0,23.38,5
75,11,2025-01-03,73,3,10.41,0.0,10.41,4
75,11,2025-01-03,105,4,21.94,0.0,21.94,4
75,11,2025-01-03,62,1,25.25,0.0,25.25,4
76,11,2024-02-22,54,2,7.63,0.0,7.63,3
76,11,2024-02-22,46,2,23.38,0.0,23.38,3
76,11,2024-02-22,105,2,21.94,0.1,19.75,3
76,11,2024-02-22,33,3,21.63,0.05,20.55,3
77,11,2023-02-17,6,2,20.91,0.0,20.91,4
77,11,2023-02-17,3,2,30.35,0.05,28.83,4
77,11,2023-02-17,117,3,19.98,0.2,15.98,4
78,11,2024-02-01,71,1,10.43,0.05,9.91,3
78,11,2024-02-01,81,3,17.56,0.0,17.56,3
78,11,2024-02-01,73,3,10.41,0.0,10.41,3
79,11,2024-02-25,79,1,22.5,0.0,22.5,6
79,11,2024-02-25,93,1,14.48,0.0,14.48,6
80,11,2024-11-25,102,2,16.12,0.05,15.31,0
80,11,2024-11-25,10,4,11.84,0.1,10.66,0
81,12,2024-01-11,70,3,12.34,0.0,12.34,3
81,12,2024-01-11,32,1,14.63,0.1,13.17,3
81,12,2024-01-11,41,2,6.69,0.1,6.02,3
82,12,2024-02-14,28,1,21.55,0.0,21.55,2
83,12,2023-11-23,114,2,31.19,0.0,31.19,3
83,12,2023-11-23,56,2,14.94,0.0,14.94,3
83,12,2023-11-23,88,1,18.9,0.0,18.9,3
83,12,2023-11-23,86,2,17.97,0.05,17.07,3
83,12,2023-11-23,119,3,28.82,0.0,28.82,3
83,12,2023-11-23,91,3,16.64,0.0,16.64,3
83,12,2023-11-23,21,1,6.29,0.1,5.66,3
84,12,2023-09-08,48,4,9.75,0.05,9.26,4
84,12,2023-09-08,53,1,15.29,0.2,12.23,4
84,12,2023-09-08,42,4,12.19,0.05,11.58,4
84,12,2023-09-08,112,1,15.29,0.2,12.23,4
85,12,2024-11-22,12,2,9.88,0.0,9.88,4
85,12,2024-11-22,92,1,27.89,0.0,27.89,4
85,12,2024-11-22,16,1,8.76,0.05,8.32,4
85,12,2024-11-22,101,3,12.22,0.1,11.0,4
85,12,2024-11-22,113,1,10.77,0.2,8.62,4
86,12,2025-01-30,13,2,16.87,0.05,16.03,3
86,12,2025-01-30,20,1,14.67,0.0,14.67,3
87,13,2024-01-01,100,1,14.93,0.0,14.93,0
87,13,2024-01-01,30,2,13.98,0.1,12.58,0
87,13,2024-01-01,75,1,37.4,0.0,37.4,0
87,13,2024-01-01,94,4,26.05,0.0,26.05,0
87,13,2024-01-01,59,1,16.88,0.05,16.04,0
88,13,2023-06-04,71,1,10.43,0.0,10.43,6
88,13,2023-06-04,34,2,21.74,0.2,17.39,6
88,13,2023-06-04,68,3,10.19,0.1,9.17,6
89,13,2023-10-06,115,3,48.22,0.1,43.4,4
89,13,2023-10-06,21,2,6.29,0.0,6.29,4
90,13,2024-08-23,91,3,16.64,0.0,16.64,4
90,13,2024-08-23,42,3,12.19,0.2,9.75,4
90,13,2024-08-23,65,1,32.97,0.0,32.97,4
91,14,2023-04-02,68,1,10.19,0.0,10.19,6
91,14,2023-04-02,3,1,30.35,0.0,30.35,6
92,14,2023-02-02,118,2,12.81,0.1,11.53,3
92,14,2023-02-02,90,3,12.36,0.0,12.36,3
93,14,2025-02-17,64,2,26.74,0.05,25.4,0
94,14,2024-04-12,107,1,11.41,0.0,11.41,4
94,14,2024-04-12,114,3,31.19,0.05,29.63,4
95,15,2025-03-17,30,1,13.98,0.0,13.98,0
95,15,2025-03-17,36,1,8.77,0.2,7.02,0
95,15,2025-03-17,109,2,19.39,0.0,19.39,0
95,15,2025-03-17,22,2,15.9,0.0,15.9,0
96,15,2024-08-04,22,2,15.9,0.05,15.11,6
96,15,2024-08-04,45,1,13.2,0.1,11.88,6
97,15,2024-09-30,70,1,12.34,0.0,12.34,0
98,15,2024-01-24,106,2,11.62,0.1,10.46,2
98,15,2024-01-24,79,1,22.5,0.0,22.5,2
98,15,2024-01-24,77,4,10.93,0.05,10.38,2
99,15,2025-06-23,30,2,13.98,0.0,13.98,0
99,15,2025-06-23,13,1,16.87,0.1,15.18,0
99,15,2025-06-23,78,2,11.35,0.2,9.08,0
99,15,2025-06-23,107,1,11.41,0.0,11.41,0
100,15,2024-08-27,10,1,11.84,0.0,11.84,1
100,15,2024-08-27,48,1,9.75,0.05,9.26,1
100,15,2024-08-27,94,1,26.05,0.0,26.05,1
101,15,2023-10-09,90,3,12.36,0.05,11.74,0
101,15,2023-10-09,114,1,31.19,0.0,31.19,0
101,15,2023-10-09,29,5,10.64,0.0,10.64,0
102,15,2023-05-15,31,2,19.98,0.0,19.98,0
102,15,2023-05-15,56,1,14.94,0.0,14.94,0
102,15,2023-05-15,1,2,30.31,0.0,30.31,0
103,15,2025-08-28,2,3,9.46,0.0,9.46,3
103,15,2025-08-28,72,3,14.42,0.1,12.98,3
103,15,2025-08-28,91,1,16.64,0.0,16.64,3
104,16,2024-01-17,63,3,8.19,0.0,8.19,2
104,16,2024-01-17,104,1,25.94,0.1,23.35,2
104,16,2024-01-17,99,1,13.34,0.0,13.34,2
104,16,2024-01-17,106,1,11.62,0.0,11.62,2
105,16,2025-03-05,30,2,13.98,0.1,12.58,2
106,16,2023-05-27,101,5,12.22,0.05,11.61,5
106,16,2023-05-27,41,2,6.69,0.1,6.02,5
106,16,2023-05-27,15,1,16.71,0.0,16.71,5
107,16,2023-02-10,81,1,17.56,0.0,17.56,4
107,16,2023-02-10,16,2,8.76,0.0,8.76,4
108,17,2025-01-08,23,2,9.93,0.0,9.93,2
108,17,2025-01-08,33,4,21.63,0.0,21.63,2
108,17,2025-01-08,2,1,9.46,0.0,9.46,2
109,17,2025-08-08,63,2,8.19,0.0,8.19,4
109,17,2025-08-08,79,2,22.5,0.0,22.5,4
109,17,2025-08-08,84,3,13.4,0.2,10.72,4
110,17,2023-12-31,114,2,31.19,0.0,31.19,6
110,17,2023-12-31,66,1,12.09,0.0,12.09,6
110,17,2023-12-31,55,2,11.53,0.1,10.38,6
111,17,2024-12-17,102,1,16.12,0.0,16.12,1
111,17,2024-12-17,119,2,28.82,0.0,28.82,1
111,17,2024-12-17,58,2,13.72,0.0,13.72,1
111,17,2024-12-17,6,4,20.91,0.0,20.91,1
111,17,2024-12-17,51,2,7.45,0.1,6.71,1
112,17,2025-04-03,34,2,21.74,0.1,19.57,3
113,17,2023-10-02,12,5,9.88,0.0,9.88,0
113,17,2023-10-02,71,2,10.43,0.0,10.43,0
114,17,2023-09-26,48,1,9.75,0.0,9.75,1
114,17,2023-09-26,55,1,11.53,0.1,10.38,1
114,17,2023-09-26,58,2,13.72,0.1,12.35,1
114,17,2023-09-26,47,4,18.45,0.0,18.45,1
115,17,2023-01-06,42,5,12.19,0.0,12.19,4
115,17,2023-01-06,7,3,9.67,0.0,9.67,4
115,17,2023-01-06,71,1,10.43,0.0,10.43,4
115,17,2023-01-06,31,4,19.98,0.0,19.98,4
116,17,2023-11-15,120,3,16.85,0.0,16.85,2
116,17,2023-11-15,118,1,12.81,0.0,12.81,2
117,17,2025-08-16,59,1,16.88,0.0,16.88,5
117,17,2025-08-16,75,1,37.4,0.0,37.4,5
117,17,2025-08-16,24,1,11.65,0.0,11.65,5
118,17,2024-11-26,87,1,15.08,0.0,15.08,1
118,17,2024-11-26,23,1,9.93,0.1,8.94,1
118,17,2024-11-26,30,6,13.98,0.05,13.28,1
118,17,2024-11-26,101,1,12.22,0.05,11.61,1
119,17,2023-01-03,58,2,13.72,0.0,13.72,1
119,17,2023-01-03,20,2,14.67,0.1,13.2,1
119,17,2023-01-03,51,4,7.45,0.0,7.45,1
120,17,2025-03-14,113,5,10.77,0.0,10.77,4
120,17,2025-03-14,29,1,10.64,0.05,10.11,4
121,18,2024-12-02,49,3,14.68,0.1,13.21,0
121,18,2024-12-02,69,4,11.49,0.05,10.92,0
121,18,2024-12-02,111,3,9.41,0.0,9.41,0
122,18,2024-12-03,72,1,14.42,0.2,11.54,1
122,18,2024-12-03,19,2,17.68,0.0,17.68,1
122,18,2024-12-03,107,4,11.41,0.2,9.13,1
122,18,2024-12-03,18,3,24.3,0.0,24.3,1
123,18,2025-01-22,90,2,12.36,0.0,12.36,2
123,18,2025-01-22,44,1,19.05,0.05,18.1,2
124,18,2024-09-20,78,2,11.35,0.2,9.08,4
124,18,2024-09-20,104,3,25.94,0.1,23.35,4
125,18,2023-07-31,35,2,12.39,0.05,11.77,0
125,18,2023-07-31,68,3,10.19,0.0,10.19,0
125,18,2023-07-31,63,2,8.19,0.0,8.19,0
126,18,2023-06-05,37,3,25.1,0.0,25.1,0
126,18,2023-06-05,93,2,14.48,0.0,14.48,0
127,19,2023-10-29,44,3,19.05,0.1,17.14,6
127,19,2023-10-29,37,1,25.1,0.0,25.1,6
127,19,2023-10-29,54,4,7.63,0.1,6.87,6
128,19,2023-02-05,65,1,32.97,0.0,32.97,6
128,19,2023-02-05,44,1,19.05,0.0,19.05,6
129,19,2024-04-24,59,1,16.88,0.05,16.04,2
129,19,2024-04-24,61,3,14.43,0.0,14.43,2
129,19,2024-04-24,95,3,15.41,0.0,15.41,2
129,19,2024-04-24,94,1,26.05,0.05,24.75,2
130,19,2024-06-04,91,1,16.64,0.05,15.81,1
130,19,2024-06-04,76,2,20.34,0.05,19.32,1
130,19,2024-06-04,34,1,21.74,0.1,19.57,1
131,19,2024-10-23,6,2,20.91,0.0,20.91,2
131,19,2024-10-23,111,3,9.41,0.1,8.47,2
131,19,2024-10-23,57,1,7.05,0.0,7.05,2
132,20,2024-01-23,11,1,11.12,0.05,10.56,1
133,20,2024-06-02,5,1,10.11,0.1,9.1,6
133,20,2024-06-02,3,3,30.35,0.2,24.28,6
134,20,2023-10-21,116,2,15.0,0.05,14.25,5
135,20,2024-08-13,94,5,26.05,0.1,23.45,1
135,20,2024-08-13,62,1,25.25,0.0,25.25,1
135,20,2024-08-13,49,1,14.68,0.1,13.21,1
136,20,2023-01-05,9,2,13.8,0.1,12.42,3
136,20,2023-01-05,62,2,25.25,0.0,25.25,3
136,20,2023-01-05,103,2,8.58,0.0,8.58,3
137,20,2024-04-05,119,1,28.82,0.0,28.82,4
137,20,2024-04-05,117,3,19.98,0.0,19.98,4
138,21,2023-12-27,34,3,21.74,0.0,21.74,2
139,21,2024-05-27,112,2,15.29,0.05,14.53,0
139,21,2024-05-27,47,2,18.45,0.0,18.45,0
139,21,2024-05-27,1,1,30.31,0.0,30.31,0
140,22,2024-11-11,53,1,15.29,0.0,15.29,0
140,22,2024-11-11,40,7,13.32,0.0,13.32,0
140,22,2024-11-11,58,3,13.72,0.0,13.72,0
140,22,2024-11-11,18,2,24.3,0.0,24.3,0
140,22,2024-11-11,50,1,12.64,0.0,12.64,0
140,22,2024-11-11,86,1,17.97,0.1,16.17,0
141,22,2023-07-22,120,2,16.85,0.0,16.85,5
141,22,2023-07-22,83,4,11.29,0.0,11.29,5
141,22,2023-07-22,81,1,17.56,0.05,16.68,5
142,22,2024-01-20,13,2,16.87,0.1,15.18,5
142,22,2024-01-20,101,2,12.22,0.1,11.0,5
143,22,2023-02-04,65,4,32.97,0.0,32.97,5
143,22,2023-02-04,33,2,21.63,0.0,21.63,5
143,22,2023-02-04,53,3,15.29,0.0,15.29,5
143,22,2023-02-04,4,1,12.88,0.0,12.88,5
144,23,2025-04-20,46,1,23.38,0.0,23.38,6
144,23,2025-04-20,116,2,15.0,0.0,15.0,6
145,23,2024-04-14,90,1,12.36,0.05,11.74,6
145,23,2024-04-14,47,2,18.45,0.0,18.45,6
145,23,2024-04-14,117,1,19.98,0.0,19.98,6
146,23,2023-08-29,3,2,30.35,0.1,27.32,1
147,23,2024-03-04,65,3,32.97,0.0,32.97,0
147,23,2024-03-04,105,1,21.94,0.1,19.75,0
147,23,2024-03-04,109,4,19.39,0.0,19.39,0
148,23,2025-06-13,40,1,13.32,0.0,13.32,4
149,23,2024-01-26,50,2,12.64,0.0,12.64,4
149,23,2024-01-26,46,2,23.38,0.05,22.21,4
149,23,2024-01-26,88,4,18.9,0.1,17.01,4
150,23,2024-07-01,52,2,28.02,0.0,28.02,0
150,23,2024-07-01,44,4,19.05,0.2,15.24,0
150,23,2024-07-01,86,2,17.97,0.0,17.97,0
150,23,2024-07-01,95,1,15.41,0.0,15.41,0
151,23,2025-07-03,33,3,21.63,0.0,21.63,3
151,23,2025-07-03,45,1,13.2,0.0,13.2,3
152,24,2023-06-23,45,2,13.2,0.0,13.2,4
152,24,2023-06-23,81,1,17.56,0.0,17.56,4
152,24,2023-06-23,30,3,13.98,0.05,13.28,4
152,24,2023-06-23,48,1,9.75,0.1,8.78,4
152,24,2023-06-23,104,2,25.94,0.1,23.35,4
153,24,2024-03-26,91,2,16.64,0.0,16.64,1
153,24,2024-03-26,55,1,11.53,0.1,10.38,1
154,24,2024-05-13,89,2,17.77,0.0,17.77,0
154,24,2024-05-13,40,6,13.32,0.0,13.32,0
154,24,2024-05-13,43,1,18.41,0.0,18.41,0
154,24,2024-05-13,65,3,32.97,0.1,29.67,0
155,24,2023-08-12,86,2,17.97,0.0,17.97,5
156,24,2024-02-02,7,1,9.67,0.05,9.19,4
156,24,2024-02-02,94,2,26.05,0.0,26.05,4
156,24,2024-02-02,17,1,17.56,0.0,17.56,4
157,24,2023-04-23,23,1,9.93,0.0,9.93,6
157,24,2023-04-23,2,1,9.46,0.2,7.57,6
157,24,2023-04-23,86,1,17.97,0.0,17.97,6
158,24,2023-01-14,112,3,15.29,0.1,13.76,5
158,24,2023-01-14,6,1,20.91,0.05,19.86,5
158,24,2023-01-14,119,1,28.82,0.1,25.94,5
159,24,2024-10-23,2,1,9.46,0.0,9.46,2
159,24,2024-10-23,3,6,30.35,0.0,30.35,2
159,24,2024-10-23,15,1,16.71,0.0,16.71,2
159,24,2024-10-23,88,1,18.9,0.1,17.01,2
160,24,2024-06-10,38,1,12.76,0.0,12.76,0
160,24,2024-06-10,8,1,9.78,0.05,9.29,0
161,24,2024-06-08,111,1,9.41,0.0,9.41,5
161,24,2024-06-08,23,4,9.93,0.0,9.93,5
162,24,2023-02-01,117,1,19.98,0.0,19.98,2
163,25,2024-07-06,105,1,21.94,0.0,21.94,5
163,25,2024-07-06,72,3,14.42,0.0,14.42,5
163,25,2024-07-06,28,3,21.55,0.0,21.55,5
163,25,2024-07-06,24,1,11.65,0.1,10.49,5
164,25,2025-04-18,89,2,17.77,0.0,17.77,4
165,25,2023-01-18,87,1,15.08,0.0,15.08,2
165,25,2023-01-18,9,4,13.8,0.1,12.42,2
165,25,2023-01-18,91,1,16.64,0.0,16.64,2
166,25,2025-01-04,21,3,6.29,0.0,6.29,5
166,25,2025-01-04,60,2,20.38,0.0,20.38,5
166,25,2025-01-04,78,1,11.35,0.0,11.35,5
167,25,2024-12-07,93,3,14.48,0.1,13.03,5
167,25,2024-12-07,12,1,9.88,0.05,9.39,5
168,25,2025-09-12,57,2,7.05,0.0,7.05,4
168,25,2025-09-12,74,2,6.0,0.1,5.4,4
168,25,2025-09-12,97,1,9.42,0.0,9.42,4
168,25,2025-09-12,73,1,10.41,0.0,10.41,4
169,26,2023-01-18,120,1,16.85,0.0,16.85,2
169,26,2023-01-18,101,1,12.22,0.1,11.0,2
169,26,2023-01-18,72,4,14.42,0.1,12.98,2
169,26,2023-01-18,118,6,12.81,0.0,12.81,2
170,26,2024-05-07,54,2,7.63,0.0,7.63,1
170,26,2024-05-07,6,4,20.91,0.1,18.82,1
170,26,2024-05-07,50,3,12.64,0.05,12.01,1
171,26,2024-03-08,82,1,14.34,0.0,14.34,4
171,26,2024-03-08,105,1,21.94,0.1,19.75,4
171,26,2024-03-08,67,5,12.03,0.2,9.62,4
171,26,2024-03-08,90,2,12.36,0.0,12.36,4
172,26,2024-05-10,113,2,10.77,0.0,10.77,4
172,26,2024-05-10,95,1,15.41,0.0,15.41,4
172,26,2024-05-10,45,3,13.2,0.05,12.54,4
172,26,2024-05-10,5,2,10.11,0.05,9.6,4
173,26,2024-10-25,1,1,30.31,0.1,27.28,4
174,26,2023-07-06,11,1,11.12,0.0,11.12,3
174,26,2023-07-06,28,3,21.55,0.1,19.39,3
174,26,2023-07-06,11,1,11.12,0.0,11.12,3
